cgebland,lnvgalguz,leeftijd,lftinsz1inclvtt,dichtheid,vggev,vgtaak,vgboete,vgtrans,vggeweld,vgzeden,vgvermg,vgvermgng,vgvernoo,vgopium,vgverkeer,vgoverig,zvermg,zvermgng,zopium,zvernoo,zverkeer,zoverig,zgeweld,dum1120,dum21plus,lft2,rec4
7,1.9459101490000001,32.3797978,21.73110892,0.717690343,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,40.48528613,0
1,0.0,49.95208761,49.95208761,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125.6525521,0
6,0.0,20.70172237,20.70172237,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.4733627,0
2,0.0,36.77583495,36.77583495,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8681753569999997,0
1,1.609437912,54.88295688,35.74735148,0.445705147,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,260.5110332,0
1,0.0,41.26762491,41.26762491,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3757372189999995,0
1,0.693147181,61.56856263,44.53718789999999,0.23549710899999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.024447,0
5,1.791759469,40.52566735,25.40451745,0.556912536,0,1,1,0,1,0,0,2,1,0,2,2,0,0,0,0,1,0,0,0,0,3.179319575,0
3,0.0,38.16465492,20.7118412,0.87102921,1,0,2,0,2,0,3,8,1,1,0,3,0,0,0,0,0,1,0,1,0,0.334023632,0
1,0.0,31.6605065,13.9991674,1.267912329,4,2,6,0,2,0,0,16,6,0,6,2,0,1,0,0,0,0,1,0,1,50.15608645,0
1,0.693147181,18.15094234,14.82886417,0.481009542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.0164761,0
2,0.0,25.30627703,25.30627703,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.53484730000002,0
1,0.0,32.15331964,32.15331964,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.4186511,0
1,0.693147181,19.33196441,15.14820658,0.43921549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.7728786,0
1,1.609437912,21.03866485,15.33179592,0.7722716390000001,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,313.429415,0
5,1.791759469,22.51608487,15.56704721,0.7930995890000001,0,1,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,263.29988050000003,0
6,0.0,32.28199863,32.28199863,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.73940484,0
5,0.0,38.66940452,38.66940452,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.005357973,0
1,1.9459101490000001,58.59000684,33.63723477,0.48082135600000003,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,393.9194516,0
1,0.0,41.05954825,17.49410842,0.754921416,3,2,1,1,0,0,0,5,3,0,2,1,0,0,0,0,0,0,0,1,0,5.368236736,0
1,0.0,20.15879535,20.15879535,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.3578955,0
1,0.0,32.74469541,15.73637051,1.290696013,4,2,3,1,3,3,0,10,3,0,2,0,0,1,0,0,0,0,0,0,1,35.97489173,0
1,2.197224577,44.62551595,16.07923828,0.52034766,0,1,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,34.60866834,0
1,0.0,61.62628337,61.62628337,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.6628412,0
1,0.693147181,57.38359856,47.83894976,0.307952646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,347.486727,0
1,0.0,83.60313832,83.60313832,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.467657,0
4,0.693147181,61.14168378,55.16495551,0.37859432200000004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,501.7188335,0
1,0.0,25.07049966,25.07049966,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.9264014,0
7,0.693147181,21.24572211,20.42710472,0.741531033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.1408302,0
1,0.0,12.71731691,12.71731691,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.3155002999999,0
1,0.693147181,39.75906913,24.10951403,0.245074815,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.033204019,0
1,0.693147181,38.25051335,18.24229979,0.218175228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242151924,0
1,0.0,34.83965777,34.83965777,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23297908,0
1,1.609437912,35.82379389,16.20528779,0.44045485100000004,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,8.51944484,0
1,1.098612289,15.97947382,15.07797098,1.025572835,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,518.1600361000001,0
1,1.098612289,21.41273101,17.43506743,0.633872962,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,300.3244527,0
1,0.0,35.84120465,35.84120465,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.418110578,0
3,0.0,35.84839002,35.84839002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.376466977,0
1,1.386294361,47.87132101,36.34223135,0.489328903,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.33349817,0
1,0.0,34.09445585,34.09445585,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.60526905,0
6,0.0,18.43394935,18.43394935,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.4414006,0
1,0.0,34.93875976,16.28747433,0.844050703,0,3,3,3,2,0,0,0,2,0,7,0,0,0,0,0,1,1,0,1,0,14.46922106,0
1,0.0,33.35523614,33.35523614,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.02371838,0
1,0.0,43.34017796,43.34017796,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.13769834,0
1,0.0,40.72553046,40.72553046,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.9320025239999996,0
1,0.0,56.17522245,56.17522245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.8962316,0
1,2.397895273,35.97744699,13.43189596,0.651696773,0,0,2,5,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,7.646086085,0
1,1.098612289,23.79502953,17.75129988,0.53286066,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,223.42994339999998,0
1,0.693147181,34.32273994,26.90074581,0.34458195700000005,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.53518674,0
7,0.0,22.02719367,22.02719367,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.4048988,0
1,0.693147181,72.87879953,66.90554035,0.37868848200000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.279934,1
7,0.693147181,20.28199863,17.28203523,0.500002287,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,340.7939023,0
1,1.098612289,58.28610541,28.6352511,0.255442823,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,381.9484983,0
1,1.609437912,52.71457906,31.46064339,0.42396165799999996,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.2161235,0
1,0.0,19.27173169,19.27173169,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.11481760000004,1
1,0.0,15.07734428,15.07734428,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.0444555,0
1,1.098612289,14.43037113,13.04173442,0.91503972,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591.0846035000001,0
2,1.386294361,18.84462697,15.79192334,0.8603758359999999,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,395.929438,1
1,0.0,50.68661717,50.68661717,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,142.6594818,0
7,0.0,34.58783453,34.58783453,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26209848,0
1,1.791759469,51.26625599,24.50102669,0.424359931,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,156.8418919,0
1,0.693147181,18.94811678,16.11980448,0.51108875,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,391.8216727,0
2,1.609437912,33.96303901,29.70957655,0.872583867,1,0,0,3,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,22.84422896,0
1,0.0,19.26095052,19.26095052,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.5347715,0
6,0.0,19.60301164,19.60301164,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.3239458,0
1,0.0,39.25183724,39.25183724,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25931982800000003,0
1,0.0,33.95149482,33.95149482,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.95471463,0
2,0.0,29.29324315,29.29324315,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.29039579,0
4,0.693147181,52.70088979999999,29.88768591,0.20492317899999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.833779,0
6,0.0,62.95412585,21.85455748,0.576667128,2,0,4,2,0,1,0,2,1,1,3,2,0,0,0,0,0,0,0,1,0,586.1978537,0
1,0.0,58.93771389,58.93771389,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.84251639999997,0
7,0.0,35.75085558,29.27583847,1.368541344,6,0,2,0,2,1,0,10,6,0,0,0,0,1,0,0,0,0,1,1,0,8.950550798,0
7,0.0,34.87735233,15.81930185,1.222971305,4,1,4,1,5,0,3,11,4,0,1,2,0,0,0,0,0,1,0,0,1,14.94016034,0
4,0.0,49.056810399999996,19.504478,0.990919654,6,1,0,0,3,2,0,14,0,1,1,0,0,0,0,0,0,1,0,0,1,106.3828807,1
5,0.0,33.54414784,33.54414784,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.02393282,0
1,0.0,39.315537299999995,39.315537299999995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328254068,0
1,1.098612289,27.06091718,23.0606079,0.632435973,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,136.4617764,0
1,0.0,40.18617385,40.18617385,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0838976959999997,1
1,0.0,18.20944559,18.20944559,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.61054079999997,0
1,1.609437912,49.63175907,29.741273100000004,0.43757824700000003,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118.57372659999999,0
4,1.386294361,32.94582947,20.17264279,0.466706028,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,33.60257983,0
3,0.0,34.24917291,18.65571526,1.344597136,14,0,0,1,4,1,8,40,12,0,0,4,0,0,0,0,0,0,0,0,1,20.19091122,0
3,0.693147181,27.60848734,25.84715092,0.601783589,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,123.9685247,0
1,2.197224577,31.08281999,26.38193018,1.184605297,0,0,7,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,58.67227111,0
1,0.693147181,47.80201492,23.49075975,0.19876648600000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.07294988,0
4,1.386294361,38.36824093,24.98465229,0.45669578200000005,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.140146729,0
1,1.609437912,24.46543463,14.61315236,0.6071128920000001,1,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,203.8375278,0
1,1.386294361,36.14784394,13.88090349,0.359079811,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.732772972999999,0
1,2.079441542,39.811088299999994,26.62644618,0.7024894859999999,0,1,4,2,1,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1.141661483,0
1,0.0,18.67214237,18.67214237,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.8233776,0
1,0.0,21.28172361,21.28172361,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.8822983,0
1,0.0,18.7510947,18.7510947,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.660392,0
6,0.0,22.91581109,22.91581109,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.4873325,0
1,0.0,48.8843258,48.8843258,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.85454770000001,0
1,1.9459101490000001,48.75290897,18.98973306,0.44163149799999996,1,0,1,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,100.2062317,0
1,0.693147181,57.01290874,39.83961033,0.234575754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,333.8040832,0
1,0.0,67.09567027,40.31485284,0.709890734,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,803.8964407999999,0
3,0.693147181,21.32238193,20.97741273,0.8622711,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,303.4640914,0
4,1.386294361,35.03080082,27.66788425,0.598937831,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13.77747313,0
1,0.0,63.98311833,63.98311833,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.0836296,0
1,0.693147181,24.46543463,18.83126188,0.38824566200000005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,203.8375278,0
1,1.098612289,59.19188395,32.41341547,0.268324821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,418.173104,0
4,2.079441542,42.2696783,24.08761123,0.604089542,1,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12.44026236,0
1,0.0,40.64447011,15.58679183,1.07298282,0,1,6,2,5,0,0,12,4,0,1,1,0,0,0,0,0,0,0,0,1,3.617099679,0
5,1.098612289,26.78433002,25.80424367,1.005015901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0002854,0
1,1.791759469,38.22861054,27.89568614,0.6642231479999999,1,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264187933,0
1,0.693147181,25.66461328,18.8852061,0.35853103,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171.0338071,0
1,1.9459101490000001,39.50408349,22.08926712,0.570810468,0,1,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.579852997,0
5,0.0,24.96520806,24.96520806,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.81660280000003,0
3,0.0,32.89253936,32.89253936,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.22324104,1
1,0.0,49.34976044,49.34976044,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112.51179540000001,0
1,0.693147181,45.28696133,34.24229979,0.288139435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.82863003,0
1,2.197224577,26.00136893,17.97773329,0.9415734809999999,0,3,1,2,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,162.3390379,0
1,0.0,20.70578152,20.70578152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.32691789999996,0
1,0.0,34.75339661,34.75339661,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91376514,0
1,0.693147181,19.53730322,18.41204654,0.685952915,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.843528,0
1,2.3025850930000002,40.99657769,19.59681329,0.633869025,1,1,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5.080403272,0
2,0.0,27.315537300000003,27.315537300000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.57782340000003,0
1,0.0,51.21971253,51.21971253,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.6782698,0
6,1.098612289,40.21355236,35.41957563,0.58752537,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2.163692927,0
1,2.397895273,44.78028747,15.70313281,0.576609277,3,1,0,1,0,0,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,36.45363752,0
1,0.0,66.21218344,33.36618754,0.643147179,10,1,2,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,754.5778662,1
7,0.0,17.95405291,17.95405291,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.16380219999996,0
1,0.0,49.80769783,19.45296639,0.668209238,4,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,122.4363304,0
1,0.693147181,31.06480772,27.39584699,0.46279631200000004,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.94853570000001,1
3,0.0,21.33059548,21.33059548,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,303.17799510000003,0
3,0.0,16.56286286,16.56286286,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.940859,0
1,0.693147181,18.37371663,15.06140486,0.481553922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.89151929999997,0
1,0.0,20.42436687,20.42436687,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.55776360000004,0
1,1.386294361,47.24709103,27.87505957,0.383745644,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.32632194,0
1,0.693147181,36.42436687,32.66529774,0.45839407299999996,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.374217322000001,0
1,1.098612289,39.56468172,32.46543463,0.496927091,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675813935,0
1,1.098612289,37.43737166,31.009063399999995,0.518883713,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703628041,0
1,0.0,43.37065433,43.37065433,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.41886193,0
1,0.693147181,53.02121834,27.01437372,0.192425701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.8788649,0
6,0.693147181,34.00136893,30.55715264,0.474353825,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.47929764,0
1,1.098612289,36.13963039,22.80885352,0.373577001,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.775464809,0
1,0.0,29.27036277,29.27036277,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.72332925,0
4,0.0,46.12731006,18.07802875,0.694218722,1,0,10,0,2,2,0,4,0,1,3,2,0,0,0,0,0,0,1,1,0,54.53390292,0
1,0.0,18.42847365,18.42847365,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,412.6638388,0
1,0.693147181,47.31279945,25.10453501,0.20757673100000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.4482725,0
1,0.0,53.99315537,53.99315537,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.579357,0
1,0.693147181,29.22108145,17.26423822,0.277811614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90.65936676,0
1,2.079441542,39.48955532,20.80889504,0.5963884,1,2,1,2,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.557938229,1
1,0.0,18.70225873,18.70225873,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,401.6153863,0
1,0.0,30.03696099,18.02600958,1.037312211,0,1,5,2,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,1,0,75.78819754,0
1,0.0,23.61025949,23.61025949,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.98781069999998,0
1,0.0,49.72758385,49.72758385,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.66981090000002,0
3,0.0,26.29705681,20.120432,2.044563043,19,1,14,0,4,1,1,22,4,6,1,0,0,0,1,0,0,0,0,0,1,154.89161230000002,1
1,0.693147181,42.83367556,25.47975645,0.233418672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.73687724,0
3,0.0,42.32443532,31.94250513,1.623501404,10,0,5,0,9,0,3,18,10,0,1,2,0,0,0,0,0,0,0,0,1,12.82952496,0
7,0.0,19.78918549,19.78918549,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.23202369999996,0
1,0.0,23.26078029,23.26078029,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,239.686825,0
1,0.0,37.25337019,14.01779603,0.760041596,4,1,0,0,2,1,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0,2.217813458,0
5,1.386294361,38.68309377,30.77084775,0.580185732,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.003541312,0
1,0.0,20.61858741,20.61858741,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.47992999999997,0
1,0.0,24.05201916,23.791006600000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.8132444,0
1,0.0,40.24227067,40.24227067,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249004051,0
4,0.693147181,44.16974675,30.49691992,0.261061665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.453892600000003,0
1,0.0,43.45790554,19.92334018,1.1057869059999998,4,5,8,1,0,0,1,17,2,0,2,2,0,0,0,0,0,0,0,0,1,22.23408098,0
1,2.197224577,30.28336756,20.29453003,0.853235895,2,0,1,1,3,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,71.55865909,0
1,0.693147181,20.42717605,14.02874743,0.36764634799999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.45485299999996,0
1,1.9459101490000001,48.41067762,18.89664613,0.44343077399999997,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,93.47167276,0
6,0.0,26.15195072,26.15195072,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158.5245171,0
1,0.0,45.76621543,45.76621543,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.33113586,0
4,0.0,39.23340178,39.23340178,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240883743,0
6,0.0,37.14989733,37.14989733,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.536710371,0
1,0.693147181,28.03285421,11.76180698,0.24062495399999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,114.6987126,0
2,0.0,30.11635866,19.78097194,1.111337188,4,1,5,1,3,0,0,10,0,1,1,0,0,0,0,0,0,0,1,1,0,74.41208614,0
4,0.0,50.35455168,21.24736948,0.998218402,9,0,9,0,0,0,1,15,3,6,1,0,0,0,0,0,0,0,0,0,1,134.8373592,0
1,0.0,20.6207275,20.6207275,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.4023607,0
1,0.0,22.91229175,22.91229175,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.59874469999997,0
1,0.0,19.65776865,19.65776865,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.23089039999996,0
3,0.0,57.96851472,18.44581771,0.8604219009999999,15,0,5,0,4,1,0,1,0,1,5,4,0,0,0,0,0,0,0,0,1,369.6356931,0
7,0.693147181,51.53456537,47.56796965,0.44871500799999997,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163.634309,0
1,0.0,33.5523614,33.5523614,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26.93860472,0
7,0.0,35.90417522,13.46201232,1.131258323,2,0,2,0,4,1,0,28,7,0,0,0,0,0,0,0,0,0,0,0,1,8.056670505,0
1,0.693147181,71.53236678,54.06538859,0.23270305300000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075.168629,0
4,0.0,44.55578371,44.55578371,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.79307353,1
7,0.0,39.11290735,39.11290735,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137125539,0
6,1.098612289,39.26537889,37.973153499999995,0.934084872,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.273294957,0
6,0.693147181,76.36413415,19.83572895,0.131843533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415.3796300000001,0
1,2.079441542,32.77490145,17.96924503,0.665491866,1,1,4,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,35.61345812,0
1,0.0,49.46748802,49.46748802,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.02316529999999,0
