sekse,cgebland,lnvgalguz,leeftijd,lftinsz1inclvtt,delcuziv,dichtheid,vggev,vgtaak,vgboete,vgtrans,vggeweld,vgzeden,vgvermg,vgvermgng,vgvernoo,vgopium,vgverkeer,vgoverig,zvermg,zvermgng,zopium,zvernoo,zverkeer,zoverig,zzeden,dum1120,dum21plus,lft2,rec4
0,1,0.693147181,21.67847067,21.14512884,1,0.807570617,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170.1054263,0
0,1,1.609437912,44.32854209,15.36208077,1,0.36535265299999997,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.30644524,0
0,1,0.0,67.92623203,67.92623203,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.592896,0
0,1,0.693147181,22.76171848,18.597174600000002,1,0.44003175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,143.0224476,0
0,1,1.9459101490000001,39.07275623,18.53351383,1,0.527789096,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93849802,0
0,1,0.0,20.67600689,20.67600689,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.2595215,1
0,1,1.386294361,40.97831185,17.79410418,5,0.352204334,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,39.15498071,0
0,1,2.9444389789999996,34.14099932,15.49075975,1,0.0,4,0,1,0,4,0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0.336305409,1
0,4,3.295836866,35.03693262,18.13826146,5,0.0,9,0,6,0,9,2,0,8,9,0,0,9,0,0,0,1,0,0,0,0,1,0.099865391,1
0,7,0.0,20.4958764,20.4958764,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.3518019,0
0,5,3.295836866,43.61122519,18.31981855,4,0.0,10,5,2,0,2,0,0,20,3,1,0,1,0,1,0,0,0,0,0,0,1,79.03756606,0
0,1,1.386294361,48.57027154,25.46686057,1,0.35279415,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,191.8045998,1
0,1,1.098612289,19.44969199,17.45379877,1,0.8170560170000001,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233.2103366,0
0,5,3.555348061,36.85280839,19.19119581,1,0.0,8,2,9,1,2,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,1,4.544957626,0
0,1,0.0,41.66398116,41.66398116,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.20612936,0
0,3,1.098612289,23.75711676,20.5229295,1,0.6872740829999999,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,120.2049324,1
0,1,3.6635616460000002,53.19099846,20.48459959,1,0.0,6,1,14,0,2,0,0,14,3,1,10,3,0,0,0,0,0,0,0,0,1,341.14388080000003,0
0,6,1.386294361,19.94231668,17.50505612,1,0.93423127,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,218.40704989999998,0
0,1,1.9459101490000001,42.79372066,19.78437555,1,0.499902684,0,0,4,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,65.17014651,0
0,1,1.9459101490000001,26.28993995,15.07444597,1,0.70084198,0,1,3,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,71.08138692,1
0,1,1.609437912,45.39525357,18.70454829,1,0.380069472,1,0,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,113.94144479999999,0
0,1,1.9459101490000001,40.34143455,15.53923099,1,0.482222229,0,0,3,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,31.59020894,0
0,1,3.135494216,48.78521202,21.11430527,1,0.0,7,0,0,0,4,0,2,2,3,1,1,4,0,0,0,0,0,0,0,0,1,197.804373,0
0,1,0.693147181,33.95135039,19.00029644,1,0.250383271,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592233949,0
0,1,2.995732274,20.15605749,12.88003118,4,0.0,6,1,1,1,1,0,2,15,2,0,0,0,0,1,0,0,0,1,0,1,0,212.1351547,0
0,1,0.0,22.08095172,21.87230822,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.7687416,0
1,1,0.0,32.80066276,32.80066276,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.687379302,0
0,1,2.079441542,28.43075408,18.4036312,1,0.79674237,1,0,3,1,1,0,0,2,3,0,1,3,0,0,0,1,0,0,0,0,0,39.56615918,0
0,1,2.3025850930000002,26.10314796,15.52913333,1,0.881818572,0,3,2,3,3,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,74.26595646,1
0,5,1.791759469,35.37298638,27.89626927,1,0.768017573,1,0,3,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.42519347799999996,0
0,1,0.693147181,22.65297741,18.63369768,1,0.446353865,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145.6351844,1
0,1,0.0,24.50316253,24.50316253,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104.40252199999999,0
0,1,0.0,49.65913758,49.65913758,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.1504111,0
0,1,2.197224577,26.49144422,16.348136800000002,1,0.847301427,0,3,3,1,4,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,67.7242349,1
0,1,0.0,29.10329683,29.10329683,1,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31.557665000000004,0
0,4,0.0,40.68457281,40.68457281,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.56518152,0
0,1,1.098612289,25.1627003,15.28160266,1,0.428724837,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91.35952112,0
0,1,2.995732274,31.11293634,16.02190281,1,0.0,4,1,7,0,3,0,1,9,6,0,2,0,0,0,0,0,0,0,0,1,0,13.01752993,0
0,1,0.0,41.66735113,41.66735113,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.25293647,0
0,4,0.0,28.71440518,28.71440518,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07819341,1
0,1,2.995732274,65.63375133,40.63029422,5,0.0,1,0,5,2,2,2,0,0,8,0,5,1,0,0,0,1,0,0,0,1,0,955.6032789999999,0
0,2,3.6635616460000002,32.64065708,16.71457906,1,0.0,11,2,4,1,1,0,0,23,7,0,1,0,0,0,0,0,0,0,0,0,1,4.327484504,1
0,1,1.9459101490000001,26.96855746,17.50753334,1,0.7573358640000001,1,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,60.09909026,0
0,1,2.5649493569999997,31.78036768,14.98151951,1,0.0,0,1,2,2,0,0,0,8,0,0,4,0,0,0,0,1,0,0,0,1,0,8.646834826000001,0
0,1,0.0,18.7462006,18.7462006,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.1915886,0
0,1,2.5649493569999997,47.63312799,24.13963039,1,0.0,5,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,1,0,166.725173,0
0,1,1.098612289,32.45960143,16.46269678,1,0.34302840100000004,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.113551584,1
0,5,0.693147181,26.47601814,13.93839836,1,0.27178710300000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.97836987,0
1,1,1.9459101490000001,32.29524691,19.22851535,1,0.65309901,0,0,1,4,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5.883879084,0
0,1,1.791759469,28.95425755,24.15605749,8,0.9286207940000001,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,33.25437007,0
0,3,2.833213344,40.60780287,22.24229979,1,0.0,4,1,5,0,2,0,1,10,0,0,1,0,0,1,0,0,0,0,0,1,0,34.65541628,0
0,1,2.48490665,46.06138683,22.63381246,1,0.0,0,2,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,128.60623859999998,0
1,1,0.693147181,45.71389459,31.56468172,1,0.256924172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120.8455395,0
0,2,1.098612289,23.04681158,19.56667839,1,0.6681431729999999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136.2847553,1
0,1,1.098612289,22.31598845,19.43097869,1,0.717495102,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,153.8822714,1
0,4,1.098612289,43.62928981,36.56947296,5,0.498141141,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,79.35909241,0
0,3,1.386294361,21.73436684,16.10819267,1,0.67286696,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,168.65050490000002,0
0,1,1.386294361,61.86757469,44.30390144,1,0.402002422,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,736.9409821,0
0,3,1.386294361,30.62286105,19.0876779,1,0.489209954,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79406881,0
1,1,0.0,18.55053417,18.55053417,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.48130580000003,0
0,1,1.609437912,31.81382615,24.35714804,1,0.687749203,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.451181684,0
0,1,1.791759469,30.33538672,15.34017796,1,0.559100713,0,0,3,2,0,0,0,1,2,0,1,2,0,0,0,1,0,1,0,0,0,19.23288254,0
1,7,2.397895273,28.19837358,18.93887381,1,0.987272197,1,0,3,0,2,0,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,42.54358269,1
0,1,1.386294361,31.28867813,17.84068611,1,0.45567676100000004,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.78026891,0
0,7,1.9459101490000001,25.51129363,15.24060889,6,0.72962629,1,2,2,0,2,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,84.81717664,1
0,1,0.0,20.85385216,20.85385216,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,192.29550849999998,0
0,1,1.098612289,55.12936345,33.29804526,4,0.295971235,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,416.50465519999995,0
0,5,0.693147181,34.38466804,24.58014082,1,0.304226553,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11306388099999999,1
0,1,2.772588722,48.45380783,18.22039699,1,0.0,2,1,5,0,2,0,0,8,2,0,2,0,0,0,0,0,0,0,0,1,0,188.59226950000001,1
0,1,0.0,19.00616016,19.00616016,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.9536065,0
0,1,2.079441542,25.681569800000002,14.42910335,1,0.755852857,0,1,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,81.70981172,0
0,1,1.386294361,29.29226557,26.86706061,4,0.9358739209999999,0,0,3,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,29.47026465,0
0,1,1.098612289,35.69336071,13.9028063,1,0.296235808,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.945645283,0
0,1,1.098612289,21.19644079,17.30743406,1,0.63959444,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182.9114774,1
0,1,0.693147181,42.23408624,26.68664841,1,0.24582985300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.44770055,0
0,1,0.0,25.93281083,25.93281083,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.23082355,0
0,1,1.609437912,47.35112936,27.94433905,1,0.442733765,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.522245,1
0,1,1.098612289,24.84950725,22.22470413,1,0.7428015240000001,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,97.44474557,0
0,2,0.0,38.40887266,38.40887266,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.60101133,0
0,1,1.609437912,29.00345229,14.28610541,1,0.504475845,0,0,3,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,32.68941146,0
0,1,1.098612289,35.57911714,21.32054697,1,0.362041269,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7365061620000001,0
0,1,0.693147181,39.26738916,17.52772074,1,0.20970459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.67040209,1
0,1,0.0,25.66728116,25.66728116,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.96833576,0
0,1,1.386294361,25.07877307,19.93742598,1,0.6989221520000001,0,0,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,92.97095436,0
0,1,0.0,24.83778234,24.83778234,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.67636583,0
1,1,0.693147181,18.60438858,16.82748371,1,0.600094297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.7425131,0
1,1,0.693147181,26.90336439,16.61222425,1,0.297598749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61.11414082,0
0,1,0.0,22.48323066,22.48323066,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.7609856,0
0,2,2.772588722,22.98699521,14.42326752,4,0.0,7,2,2,1,1,0,0,11,1,0,0,3,0,1,0,0,0,0,0,1,0,137.68493859999998,1
0,1,0.0,40.37819628,40.37819628,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.00480021,0
0,1,2.995732274,41.68417142,15.92334018,1,0.0,2,0,6,1,2,0,0,3,4,0,8,2,0,0,0,0,0,0,0,1,0,48.48690145,1
0,1,1.098612289,53.05407255,23.91786448,1,0.257614732,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,336.10456439999996,0
0,4,0.0,41.96921753,41.96921753,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.53784941,0
0,3,1.386294361,45.23750856,24.59827512,1,0.37233999700000003,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,110.5986818,0
0,1,1.386294361,24.19948979,18.51608487,1,0.669979849,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.7004467,0
0,6,0.0,27.081871500000002,27.081871500000002,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.35502788,1
0,2,2.3025850930000002,32.68172485,21.53593429,1,0.860812096,0,0,3,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4.158307765,0
0,1,0.0,20.33675565,20.33675565,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.9041199,1
0,1,0.693147181,29.29226557,28.57057111,1,0.7621175440000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,29.47026465,0
0,1,4.543294782,39.71800137,12.84238104,1,0.0,13,1,7,0,11,0,6,72,4,1,0,2,0,0,0,1,0,0,0,0,1,24.97084453,1
0,1,0.0,39.16769336,39.16769336,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77381319,0
0,1,1.791759469,33.66735113,15.24827604,1,0.507423681,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1.110002658,0
0,1,0.0,20.98907014,20.98907014,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,188.5636391,0
1,1,0.693147181,36.58863792,27.66874575,1,0.317502043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488378571,1
1,1,0.0,39.816564,39.816564,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.96561051,0
0,1,0.0,66.33811139,66.33811139,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.6469327,0
1,1,0.0,41.16358658,41.16358658,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.50798151,0
0,1,1.098612289,22.89370123,15.70335526,1,0.494155774,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8830509,1
1,1,0.0,30.9647592,30.9647592,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.10872716,0
0,1,2.7080502010000003,41.62189488,24.47362017,1,0.0,0,1,4,1,4,0,0,6,3,0,1,1,0,0,0,0,0,0,0,1,0,47.62348519,0
0,4,0.0,21.14455675,21.14455675,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.3175785,0
1,1,0.0,44.23545517,44.23545517,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.52642197,0
0,1,0.0,34.35728953,34.35728953,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132225496,0
0,1,0.0,23.27691038,23.27691038,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.9653051,0
0,1,1.098612289,25.21640175,20.39698836,1,0.586239927,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.33582462,0
0,1,1.791759469,42.7798794,15.47019792,1,0.420259472,0,0,4,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,64.94686254,0
0,7,0.0,30.16563997,30.16563997,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75055577,1
0,1,0.693147181,23.48871844,15.54551677,1,0.33439015899999996,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1623017,0
0,1,0.693147181,48.62383825,31.46064339,1,0.234640988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,193.291198,0
0,1,1.9459101490000001,43.11731393,21.71115674,1,0.517478054,0,0,6,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,70.4994685,0
0,1,0.693147181,20.92430261,15.71604431,1,0.401342463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.3465898,0
1,1,0.0,34.90485969,34.90485969,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03383463,0
0,1,2.5649493569999997,45.03150015,16.62149213,1,0.0,0,0,6,0,2,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,106.308109,1
0,1,2.9444389789999996,39.64134155,14.43172767,1,0.0,0,2,6,1,3,0,1,6,3,1,2,1,0,0,0,0,0,0,0,1,0,24.21057018,0
0,1,1.609437912,22.49965777,15.35421182,1,0.700765258,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,149.3591959,1
0,7,0.0,33.16084873,33.16084873,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.433815385,0
1,1,1.098612289,32.94748244,30.76624702,1,0.792897581,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.145072838,0
0,1,1.098612289,64.22450376,40.88158795,1,0.286634657,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,870.4615867999998,0
0,2,0.0,19.13579756,19.13579756,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.8959719,0
0,1,1.098612289,22.58315315,14.67380422,4,0.47379668,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,147.32532980000002,1
0,1,2.890371758,41.12127297,18.46829889,1,0.0,3,1,4,0,2,1,1,8,0,0,1,1,0,0,0,0,0,0,0,1,0,40.96454679,0
0,1,2.3025850930000002,38.36002738,17.60164271,4,0.643143566,0,0,3,2,0,0,0,3,1,0,2,2,0,1,0,1,0,0,0,0,0,13.24311877,0
0,1,3.044522438,44.06249601,16.08213552,1,0.0,3,2,4,2,5,0,0,7,2,1,7,2,0,0,0,0,0,0,0,1,0,87.26508404,1
0,5,3.688879454,33.37981564,12.74875301,5,0.0,7,0,1,0,4,0,2,17,4,4,0,4,0,0,0,1,0,0,0,0,1,1.7985549159999998,0
0,1,0.693147181,23.77876936,22.54586816,1,0.669214352,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.73061170000001,1
0,1,2.079441542,31.49623546,12.84052019,1,0.5967667170000001,0,0,3,0,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,10.39857601,1
0,1,0.0,22.14683835,22.14683835,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158.1074731,0
0,1,0.693147181,51.77170675,50.38628758,1,0.647467014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.729405,0
0,5,0.693147181,34.94569032,31.30175828,1,0.46404176700000005,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.050522702999999995,0
0,3,1.609437912,28.009527399999996,27.10814111,1,1.4504234630000001,1,1,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,45.04276059,1
0,7,1.098612289,22.12285139,16.13120111,6,0.534841563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,158.7112764,0
0,1,1.609437912,36.40038149,32.99619455,1,0.953009265,1,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,2.82059841,0
0,1,1.791759469,39.25256674,23.97262149,1,0.554189805,0,2,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20.53584238,0
0,1,2.079441542,35.25001166,24.79495348,1,0.781718465,0,4,0,1,2,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0.27994035,1
0,1,1.098612289,55.42708644,34.33812457,1,0.300903573,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,428.7454211,0
1,1,0.0,44.85617791,44.85617791,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.72349820000001,0
1,1,0.693147181,33.93433091,22.9054629,1,0.28832853199999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618718888,0
0,1,0.0,20.58590007,20.58590007,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.7987253,0
0,1,2.079441542,29.7357974,20.395711399999996,1,0.822786097,1,0,3,0,1,0,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,24.85142507,1
1,1,0.693147181,36.92813142,34.17932923,1,0.516480272,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8717921010000005,0
0,3,3.258096538,41.22655715,18.676527899999996,1,0.0,6,1,4,0,6,1,3,9,3,2,1,2,0,0,0,0,0,0,0,0,1,42.32334383,1
0,1,1.609437912,23.13098024,15.92783349,1,0.698296323,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,134.3266519,0
0,1,0.0,24.41615332,24.41615332,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106.1881703,0
0,1,0.0,33.94478962,33.94478962,5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.602374895,0
0,7,1.098612289,20.90075291,18.56527876,4,0.7743480490000001,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,190.99695669999997,0
0,1,1.098612289,33.79274904,19.13096341,1,0.35735047200000003,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.86149719,1
0,4,1.609437912,28.040505300000003,23.61895955,4,0.858951085,0,0,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,44.62791074,0
0,2,0.0,21.53045859,21.53045859,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.9882133,1
0,3,1.386294361,43.63586585,38.52948038,1,0.7009201079999999,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,79.47629926,0
0,6,1.386294361,31.37659277,28.22192965,1,0.8497530259999999,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,11.18450968,0
0,4,2.079441542,36.88781526,24.59411362,1,0.72564809,0,2,2,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,4.69544477,0
0,5,0.0,48.40682219,48.40682219,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187.30398,0
0,1,0.0,28.83778234,28.83778234,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.61128243,0
0,1,0.0,57.22386306,57.22386306,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.382547,0
0,1,2.48490665,29.68104038,15.40854552,1,0.0,2,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,25.40036403,1
0,1,3.33220451,36.43805613,15.23845315,1,0.0,3,0,6,1,8,0,0,12,7,0,0,2,0,0,0,0,0,0,0,0,1,2.948564147,0
0,1,0.0,40.6954141,40.6954141,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.69460644,0
0,1,2.397895273,30.58179329,16.64887064,1,0.818328341,2,0,4,1,4,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,17.13235141,1
0,1,3.871201011,28.72553046,14.17038133,5,0.0,8,3,8,1,8,0,1,34,7,0,1,3,0,0,0,1,0,0,0,0,1,35.94466897,0
0,4,1.386294361,46.54893908,35.389383,1,0.49670870100000003,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,139.9020883,0
0,1,0.0,33.25667351,33.25667351,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.144011237,0
0,4,0.0,50.97878166,50.97878166,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.3181383,0
0,6,0.0,49.79866289,49.57968185,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,227.338398,0
