sekse,cgebland,lnvgalguz,leeftijd,lftinsz1inclvtt,delcuziv,dichtheid,dum1120,dum21plus,lft2,rec4
0,1,0.0,63.66872005,63.66872005,7,0.0,0,0,807.7013611000001,0
1,1,0.0,47.18750605,47.18750605,7,0.0,0,0,142.53669519999997,0
0,6,1.791759469,45.29572144,20.63791923,1,0.441443652,0,0,100.9439907,0
0,1,1.098612289,54.102914,29.03925406,7,0.27701118,0,0,355.4839208,0
0,1,1.386294361,56.59137577,26.40109514,4,0.310135147,0,0,455.5126786,0
0,1,0.0,52.0,52.0,7,0.0,0,0,280.608304,0
0,1,0.0,20.42436687,20.42436687,2,0.0,0,0,219.75885950000003,0
0,1,0.0,27.04131315,27.04131315,8,0.0,0,0,67.36009532,0
0,1,1.609437912,24.1779603,16.24499642,5,0.669163442,0,0,122.559789,0
0,1,2.197224577,32.44544595,16.60232717,7,0.689181701,0,0,7.857856385,1
0,1,1.386294361,25.20079619,18.3430875,7,0.617892132,0,0,100.9590199,0
0,1,1.791759469,33.31174557,18.57605563,5,0.563692306,0,0,3.751532037,1
0,1,1.791759469,26.954140999999996,16.5229295,8,0.661361443,0,0,68.79859378,0
1,1,0.0,22.253251199999998,22.253251199999998,5,0.0,0,0,168.8799423,0
0,4,1.791759469,50.91581109,25.29500342,7,0.433385511,0,0,245.4604764,0
0,6,1.609437912,25.81793292,20.93273329,7,0.824421665,0,0,88.93809967,0
0,1,1.386294361,56.93908282,47.61072084,4,0.538945565,0,0,470.4756232,0
0,1,1.098612289,24.11946358,20.58042437,5,0.663793553,0,0,123.8584068,0
0,7,1.098612289,19.816564,16.78648284,8,0.704462861,0,0,238.14874669999998,0
0,1,0.0,20.50376454,20.50376454,7,0.0,0,0,217.41113909999999,0
0,1,0.0,37.07943937,37.07943937,7,0.0,0,0,3.351852811,0
0,1,0.0,22.23682409,22.23682409,1,0.0,0,0,169.3071651,0
0,1,1.791759469,33.60011116,17.47610807,1,0.540358955,0,0,2.717623503,1
0,1,1.098612289,39.06317597,25.28989939,1,0.367939644,0,0,14.550739800000002,1
0,7,0.0,31.61670089,31.61670089,4,0.0,0,0,13.1909292,0
1,1,0.0,27.4934976,27.4934976,8,0.0,0,0,60.14212148,0
0,1,0.693147181,47.80201492,23.49075975,2,0.19876648600000002,0,0,157.5874033,0
0,1,2.3025850930000002,51.3040756,20.61642321,7,0.532937429,0,0,257.7772442,1
0,1,0.0,35.56468172,35.56468172,7,0.0,0,0,0.09988694,1
0,1,0.0,47.03017818,47.03017818,7,0.0,0,0,138.8048122,0
0,1,0.0,25.45465495,25.45465495,5,0.0,0,0,95.92200163,1
0,1,0.693147181,63.13941428,36.94182067,4,0.19174972899999998,0,0,777.8956929,0
1,7,0.693147181,35.80530706,32.9986236,1,0.512538646,0,0,0.309886259,0
1,1,0.0,33.22071121,33.22071121,5,0.0,0,0,4.112465876,0
0,1,1.386294361,37.74749804,27.07307894,7,0.506924157,0,0,6.244327599,1
0,1,0.0,23.41409993,23.41409993,4,0.0,0,0,140.0561676,0
0,1,1.098612289,41.60985626,14.13345254,6,0.265016203,0,0,40.46516429,0
0,6,0.0,33.9696585,33.9696585,4,0.0,0,0,1.6357751980000002,0
0,1,0.0,33.91224561,19.06639288,8,0.939953156,1,0,1.785930655,0
0,1,0.0,29.54962355,29.54962355,7,0.0,0,0,32.47870618,0
1,1,1.791759469,19.79601472,15.30486491,4,0.954230637,0,0,238.7834048,1
0,4,0.0,38.54072553,15.04710891,1,1.178183674,0,1,10.83787472,1
0,7,1.386294361,21.06502396,14.49463822,6,0.629508535,0,0,201.1747591,1
0,1,0.0,27.79535763,27.79535763,4,0.0,0,0,55.55131033,0
0,1,1.386294361,22.7475964,20.90199198,1,1.026770456,0,0,156.2759105,1
1,7,0.0,24.6408122,24.6408122,7,0.0,0,0,112.5258574,0
0,1,0.693147181,27.94524298,20.62179215,8,0.34661574799999995,0,0,53.33950241,0
0,7,0.0,36.48937654,36.48937654,4,0.0,0,0,1.5394450869999998,0
0,1,0.693147181,21.74948665,16.38813097,5,0.39648353799999997,0,0,182.226946,1
0,1,0.0,19.72073922,19.72073922,4,0.0,0,0,241.11547819999996,0
0,1,0.0,33.28405202,17.48499718,4,1.422646614,0,1,3.8595775389999996,1
0,1,1.098612289,26.4367706,20.12556535,7,0.523022665,0,0,77.64891489,0
0,6,1.098612289,51.02203292,24.8733744,8,0.27141935300000003,0,0,248.80015209999996,1
0,1,1.791759469,19.89023928,16.0,4,1.0111601540000001,0,0,235.8802508,1
0,1,0.693147181,33.71115674,30.40564669,1,0.481934144,0,0,2.363832546,0
0,1,0.0,33.95983896,33.95983896,4,0.0,0,0,1.66098949,0
0,1,0.693147181,35.17561038,25.79876797,4,0.31043264800000003,0,0,0.00533227,0
1,1,0.693147181,20.90075291,15.36984619,6,0.391303074,0,0,205.86165659999998,1
0,1,1.098612289,25.06674351,18.05924817,7,0.499765935,0,0,103.670869,0
0,1,0.0,48.45448323,48.45448323,7,0.0,0,0,174.3944863,0
0,5,0.0,32.61680375,32.61680375,8,0.0,0,0,6.92652401,0
0,1,2.397895273,25.16632444,20.11681627,5,1.285700954,0,0,101.65294140000002,0
0,4,0.0,27.84188557,27.84188557,4,0.0,0,0,54.85990416,0
0,7,0.0,32.82135524,32.82135524,8,0.0,0,0,5.891676241,1
0,1,0.0,42.58726899,42.58726899,1,0.0,0,0,53.85558158,0
0,4,1.098612289,39.83606127,27.00068446,5,0.380206469,0,0,21.04450018,0
1,6,0.0,30.70751347,30.70751347,1,0.0,0,0,20.62176455,0
0,1,1.098612289,22.86785969,15.67419576,7,0.494055711,0,0,153.28354209999998,1
0,1,0.0,44.3340178,44.3340178,7,0.0,0,0,82.54422102,0
0,1,0.0,57.64113858,57.64113858,8,0.0,0,0,501.42431650000003,0
0,1,0.0,19.02282632,19.02282632,8,0.0,0,0,263.2767949,0
0,1,1.098612289,40.96059488,18.27241615,7,0.290568922,0,0,32.62651112,0
1,1,0.0,22.02411831,22.02411831,4,0.0,0,0,174.88778280000002,0
0,7,0.0,37.70764561,37.70764561,5,0.0,0,0,6.046744116,0
0,1,0.0,46.6146475,46.6146475,7,0.0,0,0,129.1862908,0
0,1,0.0,19.86971522,19.86971522,7,0.0,0,0,236.5111051,1
0,1,0.0,32.34004151,32.34004151,7,0.0,0,0,8.459903127,0
0,1,0.693147181,28.12046543,24.37109238,7,0.45886175100000004,0,0,50.8107696,0
0,1,1.098612289,25.99333276,14.99976354,1,0.408357724,0,0,85.66057828,0
0,6,2.079441542,26.16941985,21.74401802,4,1.135881601,0,0,82.43210722,1
0,6,0.0,40.358027,40.358027,8,0.0,0,0,26.10590941,0
0,1,0.693147181,26.28610541,19.54715634,7,0.35946698200000005,0,0,80.32689678,1
0,4,0.693147181,35.22518823,19.71759896,1,0.246126385,0,0,0.000549647,0
0,6,0.0,26.34426585,26.34426585,4,0.0,0,0,79.28775029,0
0,3,0.0,46.102669399999996,46.102669399999996,6,0.0,0,0,117.8101112,0
0,6,0.0,41.36344969,41.36344969,7,0.0,0,0,37.39098595,0
0,1,0.0,38.33264887,38.33264887,1,0.0,0,0,9.51115529,0
0,6,0.693147181,18.85831622,16.94216613,5,0.5855919039999999,0,0,268.6424767,1
0,1,0.0,43.59206023,43.59206023,7,0.0,0,0,69.61278177,0
0,1,0.693147181,40.75290897,24.8733744,8,0.243399547,0,0,30.29705641,0
0,7,1.098612289,34.03202199,26.78814257,4,0.492548706,0,0,1.480141809,1
0,1,0.0,39.83847479,25.18822724,7,0.9458089340000001,1,0,21.06664973,0
0,1,0.693147181,22.86818506,20.862423,5,0.576796611,0,0,153.2754855,0
0,1,1.791759469,19.964855,16.1266584,5,1.016583944,0,0,233.5938632,0
1,1,0.693147181,26.20717447,24.82683094,6,0.648156948,0,0,81.74796828,0
0,2,0.693147181,36.19532189,35.93405129,1,0.8904219640000001,0,0,0.89622028,1
0,4,0.0,38.33340378,13.96030116,4,1.157584414,0,1,9.51581214,1
1,1,0.0,27.39493498,27.39493498,7,0.0,0,0,61.68056909,0
0,1,0.0,20.41889117,20.41889117,6,0.0,0,0,219.921236,0
1,1,0.0,22.76187559,22.76187559,8,0.0,0,0,155.919105,0
0,7,1.098612289,24.84484337,17.49994743,5,0.48955843200000004,0,0,108.23883400000001,1
0,6,0.0,31.95073329,31.95073329,7,0.0,0,0,10.87614097,0
0,1,0.0,24.99931554,24.99931554,8,0.0,0,0,105.04850379999999,0
0,1,0.693147181,27.91786448,15.51179342,4,0.27311732,0,0,53.74016382,0
0,1,1.098612289,24.83402388,24.11613184,7,1.078989115,0,0,108.4640784,0
0,1,1.098612289,19.06827687,18.49691992,7,1.128177861,0,0,261.8039173,1
0,1,2.079441542,48.93785735,25.69472964,8,0.537346835,0,0,187.3948694,0
0,1,0.0,30.97391443,30.97391443,7,0.0,0,0,18.27321692,0
0,1,1.386294361,41.36515679,28.75017112,7,0.46940967100000003,0,0,37.41186608,0
0,1,0.0,19.12439301,19.12439301,7,0.0,0,0,259.9911078,1
0,1,0.0,36.98462351,19.21423682,7,0.863629379,1,0,3.013663852,1
0,1,0.0,23.53877925,23.53877925,1,0.0,0,0,137.1206696,0
0,1,0.0,24.74195756,15.04373412,6,1.143953011,1,0,110.390224,0
0,1,0.693147181,49.43968914,22.76244981,5,0.190080959,0,0,201.38608080000003,0
0,1,0.0,24.31711984,24.31711984,8,0.0,0,0,119.497975,0
0,1,0.0,56.56651456,56.56651456,8,0.0,0,0,454.452084,0
0,6,2.079441542,20.33675565,13.78648085,4,0.962869967,0,0,222.36407940000004,1
0,1,0.0,19.20956869,19.20956869,5,0.0,0,0,257.2515765,1
0,6,0.0,26.05886379,26.05886379,8,0.0,0,0,84.45185393,0
0,1,0.0,31.29614026,16.92800992,5,1.487403986,0,1,15.62219703,1
0,1,0.0,24.09006743,24.09006743,7,0.0,0,0,124.51358049999999,0
0,1,1.609437912,53.89162417,29.09514031,7,0.393776449,0,0,347.5611283,1
0,6,0.0,45.58895442,45.58895442,6,0.0,0,0,106.9222518,0
0,1,0.693147181,23.05826568,21.50093055,7,0.6253255560000001,0,0,148.6050499,1
0,1,0.0,36.51030547,15.09511652,7,1.231595962,0,1,1.591818002,0
0,1,2.197224577,18.42495332,13.60445091,4,1.172370162,0,0,283.03619019999996,1
0,1,1.098612289,20.13141684,16.80166375,8,0.6796470440000001,0,0,228.5302176,1
0,1,0.693147181,67.6659822,44.3504449,7,0.202795384,0,0,1050.884544,0
0,7,0.0,30.05008467,30.05008467,4,0.0,0,0,27.02490237,0
0,1,0.0,24.910457100000002,24.910457100000002,7,0.0,0,0,106.87787620000002,0
1,4,0.0,52.47337782,52.47337782,7,0.0,0,0,296.69184210000003,0
0,5,2.079441542,34.69295567,14.98973306,1,0.581473657,0,0,0.308777038,1
0,1,1.098612289,25.63232695,16.80941887,5,0.451226875,0,0,92.47333766,1
0,1,2.197224577,22.43993352,14.88080738,4,0.966785838,0,0,164.06277659999998,1
0,6,0.0,18.88244743,18.88244743,6,0.0,0,0,267.8520227,0
0,6,1.609437912,19.38251458,15.38398357,5,0.8945586109999999,0,0,251.7337066,1
0,5,0.0,21.89990563,21.89990563,4,0.0,0,0,178.1885163,1
0,1,0.0,24.74738526,24.74738526,7,0.0,0,0,110.2761994,1
0,1,1.791759469,26.68105011,14.87026919,5,0.62473696,0,0,73.40347266,1
0,6,0.0,20.25735797,20.25735797,6,0.0,0,0,224.73832009999998,0
0,1,0.693147181,21.67282683,19.11268547,5,0.529988418,0,0,184.30250700000002,1
0,1,1.609437912,26.13536175,17.56011123,6,0.646330905,0,0,83.05170872,1
0,1,2.197224577,61.35911353,22.93992677,7,0.45049623299999997,0,0,681.7572051,0
0,1,0.0,19.19651342,19.19651342,1,0.0,0,0,257.6705356,1
0,2,0.0,34.99346468,32.40011756,4,1.9738512990000001,1,0,0.065110755,0
0,3,0.693147181,18.62833676,17.87268994,1,0.754712292,0,0,276.2342397,1
0,2,0.693147181,19.24161533,17.56918891,4,0.611712171,0,0,256.2246074,1
1,1,0.0,36.00628578,36.00628578,4,0.0,0,0,0.574038073,0
0,1,0.0,54.64255935,54.64255935,6,0.0,0,0,376.12438810000003,0
0,1,0.0,33.81024295,15.9486094,7,0.8615378579999999,1,0,2.068965276,0
0,5,1.386294361,56.06570842,37.31282033,4,0.389713388,0,0,433.3506384,0
0,6,0.0,61.55980265,61.55980265,4,0.0,0,0,692.2776600999999,1
0,6,0.0,65.68111932,65.68111932,4,0.0,0,0,926.1362373,0
0,1,0.0,39.58002516,14.21240918,7,1.135544155,0,1,18.76096001,1
0,1,1.386294361,44.88128112,28.91718001,8,0.420528275,0,0,92.78791413,0
0,1,0.0,40.35318275,12.85420945,4,1.092257037,0,1,26.05643048,1
0,1,0.0,18.91854894,18.91854894,8,0.0,0,0,266.671638,0
0,1,0.693147181,19.34565366,14.97313154,4,0.431430549,0,0,252.9047446,1
1,1,0.0,50.89664613,50.89664613,4,0.0,0,0,244.8603221,0
0,1,0.0,22.6201232,22.6201232,7,0.0,0,0,159.479254,0
0,1,0.0,18.71024913,18.71024913,5,0.0,0,0,273.5181335,0
0,1,0.0,26.2477755,26.2477755,1,0.0,0,0,81.01543172,0
1,1,0.0,62.73992756,62.73992756,7,0.0,0,0,755.7712891,0
0,1,0.0,18.46600343,18.46600343,4,0.0,0,0,281.6566475,0
0,2,1.609437912,29.54688569,21.83983573,4,0.677788939,0,0,32.50991975,0
0,1,0.0,22.72689938,22.72689938,5,0.0,0,0,156.7938071,0
1,4,0.693147181,30.79625643,26.83970042,7,0.44916922299999995,0,0,19.82365508,0
1,3,1.098612289,21.61316488,18.21395239,4,0.674260205,0,0,185.9259847,1
1,7,0.0,34.89390828,34.89390828,8,0.0,0,0,0.125829465,0
0,6,0.0,21.11806525,21.11806525,4,0.0,0,0,199.67293850000001,0
0,3,0.693147181,45.77118162,43.14008622,7,0.524784707,0,0,110.72403419999999,1
0,1,0.693147181,32.59958932,16.19853449,7,0.23972438399999998,0,0,7.017431202999999,1
0,1,2.079441542,27.05052517,14.35455168,1,0.714911967,0,0,67.20896833,1
0,3,1.609437912,42.65399374,31.21971253,7,0.567178361,0,0,54.83937112,0
0,1,0.693147181,21.52922456,16.5022375,7,0.407333257,0,0,188.2221617,1
1,1,0.0,30.7980835,30.7980835,7,0.0,0,0,19.80738879,0
0,1,1.386294361,31.68816504,14.69130732,1,0.408283929,0,0,12.67693049,0
0,1,0.0,22.91581109,22.91581109,4,0.0,0,0,152.09849069999999,0
1,1,0.0,21.51403149,21.51403149,4,0.0,0,0,188.6392725,0
0,1,1.609437912,22.82394887,15.7326829,8,0.703107543,0,0,154.37277,0
1,1,0.0,45.76317591,45.76317591,4,0.0,0,0,110.5556173,0
0,1,0.693147181,64.40030123,40.17934913,7,0.199122007,0,0,849.8197736,0
1,1,0.0,51.87579832,51.87579832,7,0.0,0,0,276.4626341,1
1,1,0.0,21.32679158,21.32679158,7,0.0,0,0,193.8176622,0
1,1,0.0,54.12841848,54.12841848,1,0.0,0,0,356.4463083,1
1,4,0.693147181,41.07049966,35.89322382,8,0.402347681,0,0,33.89413402,0
0,1,2.079441542,37.53593429,16.81767378,4,0.567723015,0,0,5.231748237,1
0,1,0.0,59.25530459,59.25530459,4,0.0,0,0,576.3202915,1
0,1,0.693147181,21.57794189,19.7294241,8,0.59250297,0,0,186.8877892,1
0,1,0.693147181,25.88827534,17.72401304,6,0.330332455,0,0,87.6162912,0
0,5,0.0,19.35386721,19.35386721,8,0.0,0,0,252.6435722,1
0,1,1.098612289,44.27123802,24.55578371,6,0.310718969,0,0,81.40740548,1
0,6,0.0,21.25128749,21.25128749,4,0.0,0,0,195.9256751,0
0,1,0.0,39.63039014,15.52087611,3,1.1636444559999999,0,1,19.19979766,0
1,4,0.0,27.87132101,27.87132101,6,0.0,0,0,54.4247288,0
0,6,0.0,27.06612138,27.06612138,7,0.0,0,0,66.95349273,0
1,2,0.0,29.27656083,29.27656083,1,0.0,0,0,35.66564331,0
0,1,0.0,47.60266373,18.614889,7,0.6832692840000001,1,0,152.62208090000001,0
0,1,0.0,19.19089177,19.19089177,3,0.0,0,0,257.8510462,1
0,6,0.0,19.41581457,19.41581457,4,0.0,0,0,250.6781321,1
0,1,2.3025850930000002,35.60027379,27.93429158,4,1.019089574,0,0,0.123651401,1
0,1,2.197224577,21.20906539,14.90982499,1,1.046902314,0,0,197.10945230000002,1
0,1,0.693147181,21.06413473,15.98935258,7,0.405727688,0,0,201.1999849,0
0,1,0.0,18.78003907,18.78003907,4,0.0,0,0,271.2145785,0
0,1,0.0,58.68035592,58.68035592,7,0.0,0,0,549.0456497,1
1,1,1.9459101490000001,54.22089715,33.34428474,7,0.523703636,0,0,359.94681569999995,0
0,1,1.9459101490000001,21.42682767,15.52358075,6,0.932285482,0,0,191.04229619999998,1
0,2,0.0,28.15605749,28.15605749,1,0.0,0,0,50.30462408,0
0,1,1.098612289,35.487995700000006,24.71601649,1,0.41218317,0,0,0.057294609,0
0,1,0.0,40.26848116,40.26848116,8,0.0,0,0,25.19887781,0
0,6,0.693147181,26.39325896,24.44222739,7,0.5821207389999999,0,0,78.41764534,0
0,3,1.791759469,30.26113348,15.84013686,7,0.56941484,0,0,24.87514917,1
0,1,0.0,26.56610975,26.56610975,7,0.0,0,0,75.38620607,0
0,1,0.693147181,39.98200598,32.83003761,4,0.35024243,0,0,22.40482194,0
0,1,1.609437912,29.5286762,22.80221218,7,0.719514586,0,0,32.71790322,1
0,1,1.609437912,43.61032186,20.91451574,7,0.410860369,0,0,69.91784432,1
0,2,1.098612289,24.47709506,17.67053477,8,0.506156873,0,0,116.0260247,0
0,2,0.0,27.30732375,13.93292266,4,1.5379583669999999,0,1,63.06438899,1
0,1,2.397895273,42.69553074,17.04312115,1,0.6125362010000001,0,0,55.45628939,0
0,1,2.079441542,35.11579721,15.32100809,4,0.580192031,0,0,0.017645287,1
0,1,0.0,27.25391662,27.25391662,4,0.0,0,0,63.91548643,0
0,1,0.0,39.71843397,23.40696675,4,1.40143358,0,1,19.97912278,1
0,1,0.0,41.35468134,15.54781165,4,1.126202292,0,1,37.28382916,1
0,1,0.0,44.52360506,18.28584224,4,0.7169325540000001,1,0,86.0251109,1
0,1,2.079441542,24.5813905,19.22948431,4,1.049776828,0,0,113.79005759999998,0
0,1,2.079441542,58.50369572,31.76238589,7,0.5023258629999999,0,0,540.7979526,0
0,1,0.693147181,22.51590362,21.261020199999997,6,0.665944373,0,0,162.12239169999998,0
0,1,0.0,40.17324854,40.17324854,4,0.0,0,0,24.25184041,0
0,1,0.693147181,20.4408538,19.222769699999997,4,0.6714458520000001,0,0,219.270318,0
0,1,1.098612289,54.47677986,31.52361396,7,0.288957211,0,0,369.7216403,1
0,1,1.098612289,42.091718,26.19028063,7,0.34399583,0,0,46.82781544,0
0,4,0.0,49.12525667,49.12525667,7,0.0,0,0,192.5606909,0
0,1,0.0,20.49203897,20.49203897,1,0.0,0,0,217.75706069999998,0
0,1,0.0,22.79534565,22.79534565,7,0.0,0,0,155.0843601,0
0,1,1.386294361,35.94250513,16.37234771,4,0.381893107,0,0,0.48145885299999996,1
0,1,2.3025850930000002,33.45487718,21.12525667,7,0.82169825,0,0,3.217559138,1
0,7,0.0,39.90138759,39.90138759,7,0.0,0,0,21.64812738,0
0,1,0.0,20.15879535,20.15879535,1,0.0,0,0,227.70319359999996,1
0,6,0.693147181,36.68628055,35.75083127,7,0.718801713,0,0,2.066831123,0
0,1,1.609437912,22.34633812,15.79161825,3,0.7276471170000001,0,0,166.4692072,1
0,2,0.0,34.88843258,34.88843258,1,0.0,0,0,0.12974417900000002,0
1,1,0.0,37.3798768,37.3798768,7,0.0,0,0,4.5422010880000006,0
0,6,0.0,59.46496917,59.46496917,7,0.0,0,0,586.4309484,0
0,1,1.791759469,23.68788501,21.73802891,8,1.3019208629999999,0,0,133.6508888,1
0,3,0.0,37.74401095,37.74401095,4,0.0,0,0,6.226912252999999,0
0,1,0.0,43.137577,16.30663929,4,0.709251231,1,0,62.23544105,1
0,1,0.693147181,33.10335387,31.47761024,7,0.617125995,0,0,4.602221584,0
0,1,1.791759469,57.91649555,29.96932143,1,0.41560610200000003,0,0,513.8320029,0
1,1,0.0,19.74537988,19.74537988,4,0.0,0,0,240.3508504,0
0,1,0.0,52.24093087,20.88822759,7,0.65782251,1,0,288.73819460000004,0
0,1,1.791759469,26.2642026,18.06552327,1,0.7372626999999999,0,0,80.71998552,1
0,7,0.0,30.31895962,30.31895962,4,0.0,0,0,24.30167743,0
0,1,0.0,41.70392146,41.70392146,7,0.0,0,0,41.67075209,0
0,1,2.079441542,31.83928936,17.09787817,5,0.666848515,0,0,11.62362249,1
0,1,0.0,19.69992639,19.69992639,8,0.0,0,0,241.76227020000002,1
0,5,1.098612289,42.10474833,24.29568789,1,0.32608546899999996,0,0,47.00632057,0
0,1,1.386294361,20.63016855,14.08898015,8,0.630725997,0,0,213.6994963,1
1,1,0.0,44.96098563,44.96098563,7,0.0,0,0,94.32979795,0
1,1,2.197224577,42.73700858,34.71363168,4,0.94158698,0,0,56.07577224,1
0,1,1.098612289,19.9745473,13.752224499999999,1,0.5262311470000001,0,0,233.2976869,1
0,4,0.0,43.12388775,18.4800109,6,1.151456716,0,1,62.01964092,1
0,7,0.0,29.91101985,15.31279945,6,0.947384972,1,0,28.49011172,1
0,1,0.0,27.34881803,27.34881803,7,0.0,0,0,62.40707291,0
0,1,0.693147181,62.61198215,61.7467488,7,0.73220622,0,0,748.7528892999999,0
0,5,1.386294361,35.37577002,25.46201232,1,0.524292293,0,0,0.01616388,1
0,1,0.0,38.89175856,20.75838467,1,0.855398016,1,0,13.27236552,1
0,1,0.693147181,54.91854894,49.86447639,4,0.406421046,0,0,386.905602,0
0,6,1.386294361,18.96448703,15.09650924,1,0.785030144,0,0,265.1734025,1
0,6,0.0,47.80141402,47.80141402,7,0.0,0,0,157.572317,0
0,1,0.0,45.06776181,16.22450376,7,0.68492166,1,0,96.41529499,0
0,1,1.098612289,20.05467745,14.200719,1,0.540187169,0,0,230.8562785,1
0,4,1.098612289,37.10472095,21.233933,1,0.344308159,0,0,3.445063338,1
0,6,0.0,33.33583422,33.33583422,1,0.0,0,0,3.6587983019999997,0
0,1,0.0,22.49965777,22.49965777,7,0.0,0,0,162.53636369999998,1
0,1,1.609437912,41.13894593,19.51318763,7,0.420463619,0,0,34.69578906,0
0,1,1.098612289,34.6146475,20.8794652,7,0.36841494700000005,0,0,0.401937324,0
0,1,0.0,53.34055163,15.02550593,4,0.9299510009999999,0,1,327.3175278,1
0,2,1.791759469,36.97832142,19.68797649,1,0.5228463179999999,0,0,2.991822811,0
0,1,0.0,67.44582316,67.44582316,7,0.0,0,0,1036.659069,1
0,1,2.197224577,48.69726319,25.78507871,7,0.5784094329999999,0,0,180.8656602,0
0,1,1.386294361,22.03696099,19.78519377,4,0.9605078159999999,0,0,174.5482714,1
0,1,0.0,35.01995307,13.13188145,4,1.218806766,0,1,0.052294407,1
1,1,0.693147181,22.95908171,18.46799772,8,0.426747472,0,0,151.0330653,0
0,1,0.0,20.11410224,20.11410224,7,0.0,0,0,229.0540143,1
0,1,0.0,35.11841205,17.57700205,4,1.3541540719999998,0,1,0.016957438000000002,0
0,1,1.098612289,29.35491704,15.56741958,7,0.36776268100000004,0,0,34.73588513,0
1,1,0.0,56.53114305,56.53114305,8,0.0,0,0,452.9452438,0
1,1,0.0,49.24845996,49.24845996,7,0.0,0,0,195.99516119999998,0
0,6,0.0,70.08382507,70.08382507,1,0.0,0,0,1213.490622,0
0,1,0.0,42.71774485,42.71774485,7,0.0,0,0,55.78763528,0
1,1,0.0,47.130005100000005,47.130005100000005,5,0.0,0,0,141.16700840000001,0
0,6,0.0,23.30184805,23.30184805,7,0.0,0,0,142.72566519999998,0
0,6,0.0,33.95479453,33.95479453,7,0.0,0,0,1.6740173880000002,0
0,1,0.693147181,38.08144159,24.63518138,7,0.26310087,0,0,8.024805772,0
0,1,1.098612289,37.41740443,16.206481099999998,4,0.300076297,0,0,4.703570495,0
0,1,2.079441542,22.01779603,15.05979146,5,0.9378792509999999,0,0,175.0550409,1
0,6,1.098612289,23.78442166,16.63791923,7,0.495483734,0,0,131.4281364,0
0,1,0.693147181,42.75427789,29.07049966,8,0.260964295,0,0,56.33470865,0
0,6,0.0,44.03285421,44.03285421,6,0.0,0,0,77.16254624,0
1,2,0.0,33.56883841,33.56883841,4,0.0,0,0,2.8217091030000003,0
1,1,0.0,22.06916955,22.06916955,5,0.0,0,0,173.6982508,1
0,6,0.0,46.60643395,46.60643395,7,0.0,0,0,128.9996476,1
0,1,2.079441542,20.85186979,19.82635207,7,1.8590068780000002,0,0,207.2667845,1
0,1,0.0,55.37317667,23.24982888,7,0.650125058,1,0,404.99726699999997,1
0,1,0.0,40.16974675,40.16974675,7,0.0,0,0,24.21736276,0
0,5,0.693147181,23.77889256,22.37698684,7,0.645241098,0,0,131.55494040000002,0
0,1,1.609437912,23.61167056,16.71751058,7,0.7118312240000001,0,0,135.4188894,0
1,6,0.693147181,75.56194387,72.93057137,7,0.524764683,0,0,1625.1630519999999,0
0,3,0.0,30.450862800000003,30.450862800000003,4,0.0,0,0,23.01859668,0
0,4,1.386294361,30.28185163,16.97467488,7,0.45791372,0,0,24.66891492,1
0,1,1.9459101490000001,26.578327500000004,20.7413219,5,0.936790887,0,0,75.17419348,1
0,1,1.098612289,60.91718001,39.03627652,7,0.29565036100000003,0,0,658.8743174,1
0,3,1.386294361,30.30676889,29.05968302,8,1.155449032,0,0,24.42201861,1
1,1,0.0,34.39561944,34.39561944,7,0.0,0,0,0.727631748,0
0,1,0.0,59.310061600000004,59.310061600000004,1,0.0,0,0,578.9523573,0
0,6,0.693147181,44.19816092,42.05612879,7,0.564150126,0,0,80.09405403,0
0,1,1.609437912,38.00670295,19.69579702,5,0.455122883,0,0,7.606951098,0
0,4,0.0,28.28199863,28.28199863,4,0.0,0,0,48.53399127,0
0,1,0.0,42.41891221,42.41891221,7,0.0,0,0,51.41290722,0
0,5,0.693147181,29.66735113,28.55470432,4,0.68799701,0,0,31.15070479,1
1,1,0.0,28.54209446,28.54209446,4,0.0,0,0,44.977656200000006,0
0,1,0.0,58.29251578,36.86516085,8,1.23126187,0,1,531.0205441,1
1,1,0.693147181,39.30899146,18.7980835,6,0.215610859,0,0,16.48651269,0
0,1,0.0,32.80492813,15.24315062,6,0.8684688309999999,1,0,5.971692375,0
0,7,0.693147181,28.37819416,27.76331524,4,0.7869189740000001,0,0,47.20292675,0
0,1,0.693147181,18.79534565,15.86219091,3,0.504230932,0,0,270.71065699999997,1
0,1,0.0,31.31247503,31.31247503,7,0.0,0,0,15.49333778,0
0,1,0.693147181,66.21655985,44.689938399999996,5,0.210693904,0,0,959.0125072000001,0
0,1,1.098612289,56.64081255,42.340462200000005,7,0.361546624,0,0,457.62535539999993,0
0,1,0.0,36.3340178,36.3340178,7,0.0,0,0,1.178060648,0
0,3,0.0,22.00136893,22.00136893,7,0.0,0,0,175.4899994,1
1,1,0.0,19.95000212,19.95000212,7,0.0,0,0,234.04809980000002,0
0,3,2.197224577,42.21410136,23.38398357,8,0.63515884,0,0,48.5177526,1
0,6,0.0,39.09650924,39.09650924,7,0.0,0,0,14.80615331,0
0,1,1.386294361,57.18063826,30.38193018,4,0.328509793,0,0,481.01286469999997,0
0,1,0.0,36.14333479,12.62240392,1,1.177527293,0,1,0.8004917009999999,1
1,1,1.098612289,29.50855578,18.04679814,1,0.400613285,0,0,32.94848384,0
0,1,2.079441542,41.05407255,15.29177596,7,0.511431331,0,0,33.70313104,0
0,1,1.386294361,39.85873498,17.19729114,5,0.356073789,0,0,21.25304236,0
